,Rank,Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read
452,453,https://www.goodreads.com/book/show/63890424-the-stars-are-dying,The Stars Are Dying,C.C. Peñaranda,Fantasy,English,3.48,"12,129","July 10, 2023",566,"4,504",97.5k
453,453,https://www.goodreads.com/book/show/76229928-west-side-honey,West Side Honey,Claire Christian,Romance,English,3.74,549,"April 4, 2023",336,19,919
454,453,https://www.goodreads.com/book/show/61324049-cuddy,Cuddy,Benjamin Myers,Historical Fiction,English,4.32,"1,892","March 16, 2023",447,212,"4,308"
455,453,https://www.goodreads.com/book/show/195227305-unravel-me,Unravel Me,Becka Mack,Sports Romance,English,4.25,"70,364","August 1, 2023",436,"4,966",78.1k
456,457,https://www.goodreads.com/book/show/61387980-lucky-red,Lucky Red,Claudia Cravens,Historical Fiction,English,3.90,"5,032","June 20, 2023",304,284,26.4k
457,457,https://www.goodreads.com/book/show/197492632-tempt-our-fate,Tempt Our Fate,Kat Singleton,Romance,English,4.16,"13,603","September 21, 2023",396,"2,536",23.8k
458,457,https://www.goodreads.com/book/show/121171181-the-secret-hours,The Secret Hours,Mick Herron,Fiction,English,4.27,"14,461","September 14, 2023",398,"2,404",35.5k
459,460,https://www.goodreads.com/book/show/63293907-all-in-a-days-orc,All in a Days Orc,Dani Wyatt,Fantasy,English,3.89,340,"January 17, 2023",88,78,177
460,460,https://www.goodreads.com/book/show/75563006-rule-of-the-aurora-king,Rule of the Aurora King,Nisha J. Tuli,Fantasy,English,3.99,"38,813","April 6, 2023",505,"3,085",47.8k
461,460,https://www.goodreads.com/book/show/59849682-the-sinister-booksellers-of-bath,The Sinister Booksellers of Bath,Garth Nix,Fantasy,English,4.04,"6,251","March 21, 2023",416,403,"9,366"
462,460,https://www.goodreads.com/book/show/75396525-the-coven,The Coven,Harper L. Woods,Fantasy,English,3.77,"60,782","March 1, 2023",298,10.8k,159k
463,464,https://www.goodreads.com/book/show/75295075-jasper-vale,Jasper Vale,Devney Perry,Romance,English,4.12,"52,135","January 31, 2023",352,"2,902",43k
464,464,https://www.goodreads.com/book/show/59634120-small-worlds,Small Worlds,Caleb Azumah Nelson,Fiction,English,4.30,"8,274","April 28, 2023",260,688,29k
465,466,https://www.goodreads.com/book/show/60898229-chick-magnet,Chick Magnet,Emma Barry,Romance,English,3.84,"1,570","January 24, 2023",301,388,"4,164"
466,466,https://www.goodreads.com/book/show/63883436-madame,Madame,Sara Cate,Romance,English,4.17,"28,125","October 12, 2023",492,"3,974",40.8k
467,466,https://www.goodreads.com/book/show/59455502-sorry-bro,"Sorry, Bro",Taleen Voskuni,Romance,English,3.65,"5,547","January 31, 2023",354,348,24.3k
468,466,https://www.goodreads.com/book/show/60784308-the-crane-husband,The Crane Husband,Kelly Barnhill,Fantasy,English,3.88,"7,345","February 28, 2023",118,170,29.1k
469,466,https://www.goodreads.com/book/show/62888191-monstrilio,Monstrilio,Gerardo Sámano Córdova,Horror,English,4.13,"21,840","March 7, 2023",336,"1,435",89.8k
470,471,https://www.goodreads.com/book/show/63903801-playing-by-the-rules,Playing by the Rules,Monica Murphy,Sports Romance,English,3.84,"10,653","March 30, 2023",452,"1,662",11.4k
471,471,https://www.goodreads.com/book/show/61432172-bitter-medicine,Bitter Medicine,Mia Tsai,Fantasy,English,3.69,"1,954","March 14, 2023",325,130,10.8k
472,471,https://www.goodreads.com/book/show/62322599-highest-bidder,Highest Bidder,Sara Cate,Romance,English,4.03,"49,936","March 24, 2023",336,"5,174",44.8k
473,471,https://www.goodreads.com/book/show/62695377-threads-that-bind,Threads That Bind,Kika Hatzopoulou,Fantasy,English,3.92,"11,511","May 30, 2023",352,750,69.4k
474,475,https://www.goodreads.com/book/show/63326908-our-ride-to-forever,Our Ride to Forever,Julie Olivia,Romance,English,4.10,"3,892","February 9, 2023",339,330,"8,270"
475,475,https://www.goodreads.com/book/show/61285912-the-queen-s-price,The Queen’s Price,Anne Bishop,Fantasy,English,4.39,"2,197","March 7, 2023",528,217,"5,237"
476,477,https://www.goodreads.com/book/show/67562788-a-kiss-from-a-kraken,A Kiss From a Kraken,Charlotte Swan,Fantasy,N/A,3.61,887,"January 24, 2023",Kindle Edition,57,"1,258"
477,477,https://www.goodreads.com/book/show/60806778-the-deluge,The Deluge,Stephen Markley,Fiction,English,4.22,"4,610","January 10, 2023",896,"1,182",43.9k
478,477,https://www.goodreads.com/book/show/62039193-the-wonder-state,The Wonder State,Sara Flannery Murphy,Fantasy,English,4.03,876,"July 18, 2023",375,43,"8,847"
479,477,https://www.goodreads.com/book/show/123018857-before-the-sunset,Before the Sunset,Laura Pavlov,Romance,English,4.23,"19,446","September 21, 2023",312,"2,643",15k
480,481,https://www.goodreads.com/book/show/61198195-simply-lies,Simply Lies,David Baldacci,Mystery,English,3.97,"50,345","April 18, 2023",432,"8,606",22.9k
481,482,https://www.goodreads.com/book/show/61273343-to-swoon-and-to-spar,To Swoon and to Spar,Martha Waters,Romance,English,3.63,"6,476","Published April 11, 2023",324,289,16k
482,482,https://www.goodreads.com/book/show/60784784-empty-theatre,"Empty Theatre: or, The Lives of King Ludwig II of Bavaria and Empress Sisi of Austria (Queen of Hungary), Cousins, in Their Pursuit of Connection and Beauty...",Jac Jemc,Historical Fiction,English,3.89,"1,301","February 21, 2023",464,170,"6,510"
483,482,https://www.goodreads.com/book/show/61354985-american-mermaid,American Mermaid,Julia Langbein,Fantasy,English,3.24,"4,062","March 21, 2023",336,353,15.1k
484,482,https://www.goodreads.com/book/show/111173373-study-for-obedience,Study for Obedience,Sarah Bernstein,Fiction,English,3.03,"10,803","July 6, 2023",208,962,18.5k
485,482,https://www.goodreads.com/book/show/61327449-how-big-things-get-done,"How Big Things Get Done: The Surprising Factors That Determine the Fate of Every Project, from Home Renovations to Space Exploration and Everything In Between",Bent Flyvbjerg,Business,English,4.30,"6,134","February 7, 2023",304,"1,851",19.4k
486,487,https://www.goodreads.com/book/show/185358293-fate-of-a-royal,Fate of a Royal,Meagan Brandy,Fantasy,English,3.77,"10,177","July 7, 2023",320,"2,881",31.4k
487,487,https://www.goodreads.com/book/show/61458888-you-shouldn-t-have-come-here,You Shouldn't Have Come Here,Jeneva Rose,Thriller,English,3.34,"190,307","April 25, 2023",292,"6,430",211k
488,487,https://www.goodreads.com/book/show/61965394-the-earth-transformed,The Earth Transformed: An Untold History,Peter Frankopan,History,English,3.93,"1,816","March 2, 2023",736,"1,326",23.7k
489,487,https://www.goodreads.com/book/show/125094716-never-whistle-at-night,Never Whistle at Night: An Indigenous Dark Fiction Anthology,Shane Hawk,Horror,English,3.93,"17,771","September 19, 2023",408,"7,367",95.8k
490,491,https://www.goodreads.com/book/show/62837289-becoming-free-indeed,Becoming Free Indeed: My Story of Disentangling Faith from Fear,Jinger Duggar Vuolo,Nonfiction,English,3.61,"44,756","January 31, 2023",221,"4,262",42.1k
491,491,https://www.goodreads.com/book/show/123027172-leslie-f-cking-jones,Leslie F*cking Jones,Leslie Jones,Memoir,English,4.11,"13,949","September 19, 2023",288,"1,078",38.1k
492,493,https://www.goodreads.com/book/show/61948564-reign,Reign,Katharine McGee,Romance,English,3.90,"26,924","August 29, 2023",415,886,19.9k
493,493,https://www.goodreads.com/book/show/61965434-the-midnight-news,The Midnight News,Jo Baker,Historical Fiction,English,3.68,"1,567","March 28, 2023",322,178,18.9k
494,493,https://www.goodreads.com/book/show/81360004-in-ascension,In Ascension,Martin MacInnes,Science Fiction,English,3.78,"10,094","April 3, 2023",512,"1,184",48.1k
495,493,https://www.goodreads.com/book/show/61407616-before-we-were-innocent,Before We Were Innocent,Ella Berman,Fiction,English,3.41,"64,638","April 4, 2023",384,"5,194",93.4k
496,493,https://www.goodreads.com/book/show/61812434-the-half-of-it,The Half of It: A Memoir,Madison Beer,Nonfiction,English,4.08,"6,280","April 25, 2023",176,537,10.7k
497,498,https://www.goodreads.com/book/show/62645180-the-librarianist,The Librarianist,Patrick deWitt,Fiction,English,3.41,"19,534","July 4, 2023",352,"1,796",41.7k
498,499,https://www.goodreads.com/book/show/58564995-black-and-female,Black and female,Tsitsi Dangarembga,Nonfiction,English,4.16,512,"January 17, 2023",158,62,"4,083"
499,499,https://www.goodreads.com/book/show/58532129-decent-people,Decent People,De'Shawn Charles Winslow,Mystery,English,3.59,"2,020","January 17, 2023",272,200,18.6k
500,499,https://www.goodreads.com/book/show/63135522-not-that-duke,Not That Duke,Eloisa James,Romance,English,3.97,"5,714","July 25, 2023",384,644,"9,505"
501,502,https://www.goodreads.com/book/show/79849787-how-to-lose-at-love,How to Lose at Love,Sara Ney,Sports Romance,English,4.04,"3,586","January 17, 2023",397,962,"2,512"
502,502,https://www.goodreads.com/book/show/63183990-when-a-moth-loved-a-bee,When a Moth Loved a Bee,Pepper Winters,Fantasy,English,3.83,"1,207","February 3, 2023",893,512,"8,924"
503,504,https://www.goodreads.com/book/show/61414963-swan-light,Swan Light,Phoebe Rowe,Historical Fiction,English,4.21,"8,211","April 4, 2023",271,"3,912",14.4k
504,504,https://www.goodreads.com/book/show/65214218-bright-lights-big-christmas,"Bright Lights, Big Christmas",Mary Kay Andrews,Christmas,English,3.82,"39,172","September 26, 2023",288,"4,151",44.2k
505,504,https://www.goodreads.com/book/show/135949291-backwaters,Backwaters,Emma Ling Sidnam,Contemporary,English,4.03,156,"September 26, 2023",310,4,224
506,504,https://www.goodreads.com/book/show/63249808-the-last-ranger,The Last Ranger,Peter Heller,Fiction,English,3.80,"8,256","August 1, 2023",287,616,17k
507,508,https://www.goodreads.com/book/show/60881142-the-minuscule-mansion-of-myra-malone,The Minuscule Mansion of Myra Malone,Audrey Burges,Fantasy,English,3.79,"3,884","January 24, 2023",352,246,16.2k
508,508,https://www.goodreads.com/book/show/61045446-whispers-of-you,Whispers of You,Catherine Cowles,Romance,English,4.15,"32,044","January 31, 2023",334,"6,069",51.4k
509,508,https://www.goodreads.com/book/show/61980292-capture-the-sun,Capture the Sun,Jessie Mihalik,Romance,English,3.75,"2,737","June 20, 2023",419,194,"4,662"
510,508,https://www.goodreads.com/book/show/72404971-her-radiant-curse,Her Radiant Curse,Elizabeth Lim,Fantasy,English,4.17,"7,553","August 29, 2023",425,546,34k
511,512,https://www.goodreads.com/book/show/60738079-smolder,Smolder,Laurell K. Hamilton,Urban Fantasy,English,3.83,"6,295","March 21, 2023",496,736,"8,122"
512,513,https://www.goodreads.com/book/show/62929659-a-little-ray-of-sunshine,A Little Ray of Sunshine,Kristan Higgins,Fiction,English,4.13,"12,381","June 6, 2023",511,"1,043",15.8k
513,513,https://www.goodreads.com/book/show/60784592-always-the-almost,Always the Almost,Edward Underhill,Romance,English,4.04,"3,117","February 14, 2023",320,100,18.7k
514,513,https://www.goodreads.com/book/show/62365898-wannabe,Wannabe: Reckonings with the Pop Culture That Shapes Me,Aisha Harris,Nonfiction,English,3.82,"1,451","June 13, 2023",288,100,"6,355"
515,516,https://www.goodreads.com/book/show/62668991-the-sweetheart-list,The Sweetheart List,Jill Shalvis,Romance,English,4.15,"6,650","June 13, 2023",352,442,11.6k
516,516,https://www.goodreads.com/book/show/63133608-hunted-by-fate,Hunted by Fate,Shannon Mayer,Fantasy,English,4.27,"8,739","February 27, 2023",270,"2,555","2,895"
517,516,https://www.goodreads.com/book/show/149105520-going-infinite,Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,Nonfiction,English,3.81,"29,262","October 3, 2023",272,"3,720",27.7k
518,519,https://www.goodreads.com/book/show/64658223-queen-of-lust,Queen of Lust,Emilia Rose,Paranormal Romance,English,4.24,42,"March 13, 2023",154,4,115
519,519,https://www.goodreads.com/book/show/65214066-the-witches-of-bone-hill,The Witches of Bone Hill,Ava Morgyn,Fantasy,English,3.70,"2,071","October 3, 2023",416,239,31.1k
520,519,https://www.goodreads.com/book/show/61904417-if-it-sounds-like-a-quack,If It Sounds Like a Quack...: A Journey to the Fringes of American Medicine,Matthew Hongoltz-Hetling,Nonfiction,English,3.80,428,"April 4, 2023",336,47,"3,509"
521,519,https://www.goodreads.com/book/show/75665931-the-maniac,The Maniac,Benjamín Labatut,Fiction,English,4.34,"15,967","October 3, 2023",368,"2,468",47.9k
522,523,https://www.goodreads.com/book/show/62047982-between-two-strangers,Between Two Strangers,Kate White,Mystery,English,3.69,"8,693","May 16, 2023",304,345,32.5k
523,523,https://www.goodreads.com/book/show/90588424-out-there-screaming,Out There Screaming: An Anthology of New Black Horror,Jordan Peele,Horror,English,3.79,"9,397","October 3, 2023",386,"2,469",37.4k
524,525,https://www.goodreads.com/book/show/60741802-waco-rising,"Waco Rising: David Koresh, the FBI, and the Birth of America's Modern Militias",Kevin Cook,Nonfiction,English,3.87,"1,356","January 31, 2023",288,80,"7,279"
525,525,https://www.goodreads.com/book/show/123023506-hearts-forged-in-dragon-fire,Hearts Forged in Dragon Fire,Erica Hollis,Fantasy,English,3.80,160,"June 26, 2023",406,14,"1,909"
526,525,https://www.goodreads.com/book/show/101673225-land-of-milk-and-honey,Land of Milk and Honey,C Pam Zhang,Fiction,English,3.53,"18,604","September 26, 2023",240,"1,660",73.7k
527,525,https://www.goodreads.com/book/show/61489616-old-babes-in-the-wood,Old Babes in the Wood: Stories,Margaret Atwood,Short Stories,English,3.70,"9,008","March 7, 2023",272,"1,724",15.9k
528,525,https://www.goodreads.com/book/show/83823678-the-siren-the-song-and-the-spy,"The Siren, the Song, and the Spy",Maggie Tokuda-Hall,Fantasy,English,4.17,472,"January 1, 2023",307,71,"5,227"
529,530,https://www.goodreads.com/book/show/75609756-cupcakes-for-my-orc-enemy,Cupcakes for My Orc Enemy,Honey Phillips,Romance,English,4.12,"3,722","February 9, 2023",152,503,"1,745"
530,530,https://www.goodreads.com/book/show/62121585-the-west,The West: A New History in Fourteen Lives,Naoíse Mac Sweeney,History,English,3.92,393,"March 2, 2023",448,170,"4,520"
531,530,https://www.goodreads.com/book/show/59385412-basil-and-oregano,Basil and Oregano,Melissa Capriglione,Graphic Novels,English,3.85,"2,224","June 6, 2023",232,29,"3,013"
532,530,https://www.goodreads.com/book/show/62296523-mrs-nash-s-ashes,Mrs. Nash's Ashes,Sarah Adler,Romance,English,4.03,"39,190","May 23, 2023",352,"1,052",56.3k
533,534,https://www.goodreads.com/book/show/61273131-spell-bound,Spell Bound,F.T. Lukens,Fantasy,English,4.13,"8,277","April 4, 2023",336,432,29.4k
534,535,https://www.goodreads.com/book/show/60316974-hungry-ghost,Hungry Ghost,Victoria Ying,Graphic Novels,English,4.01,"5,001","April 25, 2023",208,38,"7,173"
535,535,https://www.goodreads.com/book/show/75665887-you-again,"You, Again",Kate Goldbeck,Romance,English,3.58,"50,577","September 12, 2023",448,"2,752",113k
536,537,https://www.goodreads.com/book/show/124930055-the-witches-of-vard,The Witches of Vardø,Anya Bergman,Historical Fiction,English,3.88,"4,800","January 5, 2023",385,541,12.1k
537,538,https://www.goodreads.com/book/show/61348568-the-captain-s-curse,The Captain's Curse,Lisa Kessler,Paranormal,English,4.44,99,"May 15, 2023",300,17,183
538,539,https://www.goodreads.com/book/show/61061719-unnatural-history,Unnatural History,Jonathan Kellerman,Mystery,English,4.08,"14,132","February 7, 2023",320,"2,063","5,715"
539,539,https://www.goodreads.com/book/show/62315619-fixit,Fixit,Joe Ide,Mystery,English,3.86,"1,623","May 9, 2023",320,162,"2,817"
540,539,https://www.goodreads.com/book/show/60784367-homestead,Homestead,Melinda Moustakis,Historical Fiction,English,3.52,"2,798","February 28, 2023",259,278,"8,524"
541,539,https://www.goodreads.com/book/show/62949033-family-lore,Family Lore,Elizabeth Acevedo,Fiction,English,3.53,"19,254","August 1, 2023",371,"2,563",77.3k
542,543,https://www.goodreads.com/book/show/60838158-small-world,Small World,Laura Zigman,Fiction,English,3.46,"4,533","January 10, 2023",304,417,23k
543,543,https://www.goodreads.com/book/show/65213377-inheritance,Inheritance,Nora Roberts,Romance,English,4.34,"44,561","November 21, 2023",419,"5,938",44.9k
544,543,https://www.goodreads.com/book/show/62079713-you-re-not-supposed-to-die-tonight,You're Not Supposed to Die Tonight,Kalynn Bayron,Horror,English,3.58,"20,264","June 20, 2023",240,602,45k
545,546,https://www.goodreads.com/book/show/60310672-mimosa,Mimosa: A Graphic Novel,Archie Bongiovanni,Graphic Novels,English,3.70,"1,904","March 7, 2023",272,21,"5,420"
546,546,https://www.goodreads.com/book/show/123136728-orbital,Orbital,Samantha Harvey,Fiction,English,3.66,"22,894","December 5, 2023",207,"7,816",69.2k
547,548,https://www.goodreads.com/book/show/124019742-the-golem-of-brooklyn,The Golem of Brooklyn,Adam Mansbach,Fiction,English,4.00,"2,341","September 26, 2023",272,205,"9,308"
548,548,https://www.goodreads.com/book/show/88122489-lights,Lights,Brenna Thummler,Graphic Novels,English,4.26,"3,724","September 5, 2023",368,97,"3,284"
549,548,https://www.goodreads.com/book/show/202969203-this-spells-love,This Spells Love,Kate Robb,Romance,English,3.79,"29,459","December 5, 2023",10,"1,052",73.6k
550,551,https://www.goodreads.com/book/show/63874598-knockout,Knockout,Sarah MacLean,Romance,English,4.22,"7,660","August 22, 2023",404,583,12k
551,551,https://www.goodreads.com/book/show/59448425-symphony-for-a-deadly-throne,Symphony for a Deadly Throne,E.J. Mellow,Fantasy,English,4.10,"4,568","February 14, 2023",405,645,"9,921"
